Trade Date,Options Class,Underlying,Product Type,Exchange,Volume
2011/06/22,SPY,SPY,S,CBOE,407175
2011/06/23,SPY,SPY,S,CBOE,972666
2011/06/24,SPY,SPY,S,CBOE,500623
2011/06/27,SPY,SPY,S,CBOE,414132
2011/06/28,SPY,SPY,S,CBOE,569582
2011/06/29,SPY,SPY,S,CBOE,838976
2011/06/30,SPY,SPY,S,CBOE,787759
2011/07/01,SPY,SPY,S,CBOE,684640
2011/07/05,SPY,SPY,S,CBOE,405044
2011/07/06,SPY,SPY,S,CBOE,304346
2011/07/07,SPY,SPY,S,CBOE,741820
2011/07/08,SPY,SPY,S,CBOE,479916
2011/07/11,SPY,SPY,S,CBOE,514593
2011/07/12,SPY,SPY,S,CBOE,498631
2011/07/13,SPY,SPY,S,CBOE,433022
2011/07/14,SPY,SPY,S,CBOE,662134
2011/07/15,SPY,SPY,S,CBOE,852062
2011/07/18,SPY,SPY,S,CBOE,463609
2011/07/19,SPY,SPY,S,CBOE,382490
2011/07/20,SPY,SPY,S,CBOE,313863
2011/07/21,SPY,SPY,S,CBOE,588474
2011/07/22,SPY,SPY,S,CBOE,387945
2011/07/25,SPY,SPY,S,CBOE,371719
2011/07/26,SPY,SPY,S,CBOE,265360
2011/07/27,SPY,SPY,S,CBOE,1016113
2011/07/28,SPY,SPY,S,CBOE,549027
2011/07/29,SPY,SPY,S,CBOE,950648
2011/08/01,SPY,SPY,S,CBOE,688658
2011/08/02,SPY,SPY,S,CBOE,1001096
2011/08/03,SPY,SPY,S,CBOE,1209916
2011/08/04,SPY,SPY,S,CBOE,2070940
2011/08/05,SPY,SPY,S,CBOE,1522296
2011/08/08,SPY,SPY,S,CBOE,1611213
2011/08/09,SPY,SPY,S,CBOE,1556730
2011/08/10,SPY,SPY,S,CBOE,1272008
2011/08/11,SPY,SPY,S,CBOE,1056291
2011/08/12,SPY,SPY,S,CBOE,735132
2011/08/15,SPY,SPY,S,CBOE,766498
2011/08/16,SPY,SPY,S,CBOE,548320
2011/08/17,SPY,SPY,S,CBOE,764293
2011/08/18,SPY,SPY,S,CBOE,1499163
2011/08/19,SPY,SPY,S,CBOE,1147521
2011/08/22,SPY,SPY,S,CBOE,448634
2011/08/23,SPY,SPY,S,CBOE,654322
2011/08/24,SPY,SPY,S,CBOE,483234
2011/08/25,SPY,SPY,S,CBOE,780502
2011/08/26,SPY,SPY,S,CBOE,950250
2011/08/29,SPY,SPY,S,CBOE,459191
2011/08/30,SPY,SPY,S,CBOE,540467
2011/08/31,SPY,SPY,S,CBOE,698571
2011/09/01,SPY,SPY,S,CBOE,488935
2011/09/02,SPY,SPY,S,CBOE,984084
2011/09/06,SPY,SPY,S,CBOE,838339
2011/09/07,SPY,SPY,S,CBOE,480786
2011/09/08,SPY,SPY,S,CBOE,538733
2011/09/09,SPY,SPY,S,CBOE,1147234
2011/09/12,SPY,SPY,S,CBOE,716073
2011/09/13,SPY,SPY,S,CBOE,745248
2011/09/14,SPY,SPY,S,CBOE,731113
2011/09/15,SPY,SPY,S,CBOE,893886
2011/09/16,SPY,SPY,S,CBOE,1152326
2011/09/19,SPY,SPY,S,CBOE,526962
2011/09/20,SPY,SPY,S,CBOE,911441
2011/09/21,SPY,SPY,S,CBOE,602977
2011/09/22,SPY,SPY,S,CBOE,1199086
2011/09/23,SPY,SPY,S,CBOE,984492
2011/09/26,SPY,SPY,S,CBOE,443250
2011/09/27,SPY,SPY,S,CBOE,710444
2011/09/28,SPY,SPY,S,CBOE,679164
2011/09/29,SPY,SPY,S,CBOE,754331
2011/09/30,SPY,SPY,S,CBOE,969418
2011/10/03,SPY,SPY,S,CBOE,794053
2011/10/04,SPY,SPY,S,CBOE,1334837
2011/10/05,SPY,SPY,S,CBOE,660083
2011/10/06,SPY,SPY,S,CBOE,935464
2011/10/07,SPY,SPY,S,CBOE,859992
2011/10/10,SPY,SPY,S,CBOE,678252
2011/10/11,SPY,SPY,S,CBOE,405876
2011/10/12,SPY,SPY,S,CBOE,791982
2011/10/13,SPY,SPY,S,CBOE,453480
2011/10/14,SPY,SPY,S,CBOE,727272
2011/10/17,SPY,SPY,S,CBOE,595688
2011/10/18,SPY,SPY,S,CBOE,731173
2011/10/19,SPY,SPY,S,CBOE,512243
2011/10/20,SPY,SPY,S,CBOE,1107290
2011/10/21,SPY,SPY,S,CBOE,960118
2011/10/24,SPY,SPY,S,CBOE,477062
2011/10/25,SPY,SPY,S,CBOE,499773
2011/10/26,SPY,SPY,S,CBOE,463593
2011/10/27,SPY,SPY,S,CBOE,993974
2011/10/28,SPY,SPY,S,CBOE,546730
2011/10/31,SPY,SPY,S,CBOE,453993
2011/11/01,SPY,SPY,S,CBOE,1061740
2011/11/02,SPY,SPY,S,CBOE,433800
2011/11/03,SPY,SPY,S,CBOE,532589
2011/11/04,SPY,SPY,S,CBOE,599383
2011/11/07,SPY,SPY,S,CBOE,361393
2011/11/08,SPY,SPY,S,CBOE,826862
2011/11/09,SPY,SPY,S,CBOE,836036
2011/11/10,SPY,SPY,S,CBOE,514691
2011/11/11,SPY,SPY,S,CBOE,596535
2011/11/14,SPY,SPY,S,CBOE,360462
2011/11/15,SPY,SPY,S,CBOE,518375
2011/11/16,SPY,SPY,S,CBOE,639825
2011/11/17,SPY,SPY,S,CBOE,1007541
2011/11/18,SPY,SPY,S,CBOE,652461
2011/11/21,SPY,SPY,S,CBOE,560425
2011/11/22,SPY,SPY,S,CBOE,444482
2011/11/23,SPY,SPY,S,CBOE,718036
2011/11/25,SPY,SPY,S,CBOE,390682
2011/11/28,SPY,SPY,S,CBOE,409620
2011/11/29,SPY,SPY,S,CBOE,400147
2011/11/30,SPY,SPY,S,CBOE,786374
2011/12/01,SPY,SPY,S,CBOE,524631
2011/12/02,SPY,SPY,S,CBOE,726761
2011/12/05,SPY,SPY,S,CBOE,470226
2011/12/06,SPY,SPY,S,CBOE,476169
2011/12/07,SPY,SPY,S,CBOE,420963
2011/12/08,SPY,SPY,S,CBOE,525315
2011/12/09,SPY,SPY,S,CBOE,974438
2011/12/12,SPY,SPY,S,CBOE,406242
2011/12/13,SPY,SPY,S,CBOE,461500
2011/12/14,SPY,SPY,S,CBOE,610377
2011/12/15,SPY,SPY,S,CBOE,598748
2011/12/16,SPY,SPY,S,CBOE,744576
2011/12/19,SPY,SPY,S,CBOE,394584
2011/12/20,SPY,SPY,S,CBOE,405452
2011/12/21,SPY,SPY,S,CBOE,380592
2011/12/22,SPY,SPY,S,CBOE,395740
2011/12/23,SPY,SPY,S,CBOE,227781
2011/12/27,SPY,SPY,S,CBOE,312221
2011/12/28,SPY,SPY,S,CBOE,236121
2011/12/29,SPY,SPY,S,CBOE,462031
2011/12/30,SPY,SPY,S,CBOE,343178
2012/01/03,SPY,SPY,S,CBOE,335008
2012/01/04,SPY,SPY,S,CBOE,322481
2012/01/05,SPY,SPY,S,CBOE,373247
2012/01/06,SPY,SPY,S,CBOE,488449
2012/01/09,SPY,SPY,S,CBOE,301894
2012/01/10,SPY,SPY,S,CBOE,528484
2012/01/11,SPY,SPY,S,CBOE,300305
2012/01/12,SPY,SPY,S,CBOE,468704
2012/01/13,SPY,SPY,S,CBOE,628716
2012/01/17,SPY,SPY,S,CBOE,433203
2012/01/18,SPY,SPY,S,CBOE,382501
2012/01/19,SPY,SPY,S,CBOE,701977
2012/01/20,SPY,SPY,S,CBOE,745446
2012/01/23,SPY,SPY,S,CBOE,512441
2012/01/24,SPY,SPY,S,CBOE,383930
2012/01/25,SPY,SPY,S,CBOE,536385
2012/01/26,SPY,SPY,S,CBOE,497333
2012/01/27,SPY,SPY,S,CBOE,442610
2012/01/30,SPY,SPY,S,CBOE,368646
2012/01/31,SPY,SPY,S,CBOE,346194
2012/02/01,SPY,SPY,S,CBOE,488657
2012/02/02,SPY,SPY,S,CBOE,292376
2012/02/03,SPY,SPY,S,CBOE,648485
2012/02/06,SPY,SPY,S,CBOE,270987
2012/02/07,SPY,SPY,S,CBOE,587920
2012/02/08,SPY,SPY,S,CBOE,606027
2012/02/09,SPY,SPY,S,CBOE,625308
2012/02/10,SPY,SPY,S,CBOE,843388
2012/02/13,SPY,SPY,S,CBOE,413086
2012/02/14,SPY,SPY,S,CBOE,530199
2012/02/15,SPY,SPY,S,CBOE,674311
2012/02/16,SPY,SPY,S,CBOE,619693
2012/02/17,SPY,SPY,S,CBOE,717444
2012/02/21,SPY,SPY,S,CBOE,325973
2012/02/22,SPY,SPY,S,CBOE,349507
2012/02/23,SPY,SPY,S,CBOE,355752
2012/02/24,SPY,SPY,S,CBOE,691849
2012/02/27,SPY,SPY,S,CBOE,379038
2012/02/28,SPY,SPY,S,CBOE,374292
2012/02/29,SPY,SPY,S,CBOE,421705
2012/03/01,SPY,SPY,S,CBOE,567106
2012/03/02,SPY,SPY,S,CBOE,400340
2012/03/05,SPY,SPY,S,CBOE,318752
2012/03/06,SPY,SPY,S,CBOE,833423
2012/03/07,SPY,SPY,S,CBOE,431678
2012/03/08,SPY,SPY,S,CBOE,517521
2012/03/09,SPY,SPY,S,CBOE,596352
2012/03/12,SPY,SPY,S,CBOE,481082
2012/03/13,SPY,SPY,S,CBOE,664864
2012/03/14,SPY,SPY,S,CBOE,799174
2012/03/15,SPY,SPY,S,CBOE,938707
2012/03/16,SPY,SPY,S,CBOE,671346
2012/03/19,SPY,SPY,S,CBOE,688130
2012/03/20,SPY,SPY,S,CBOE,412453
2012/03/21,SPY,SPY,S,CBOE,528325
2012/03/22,SPY,SPY,S,CBOE,570380
2012/03/23,SPY,SPY,S,CBOE,580234
2012/03/26,SPY,SPY,S,CBOE,424013
2012/03/27,SPY,SPY,S,CBOE,452116
2012/03/28,SPY,SPY,S,CBOE,569882
2012/03/29,SPY,SPY,S,CBOE,636765
2012/03/30,SPY,SPY,S,CBOE,680829
2012/04/02,SPY,SPY,S,CBOE,446812
2012/04/03,SPY,SPY,S,CBOE,436154
2012/04/04,SPY,SPY,S,CBOE,503511
2012/04/05,SPY,SPY,S,CBOE,547717
2012/04/09,SPY,SPY,S,CBOE,415294
2012/04/10,SPY,SPY,S,CBOE,970487
2012/04/11,SPY,SPY,S,CBOE,635917
2012/04/12,SPY,SPY,S,CBOE,534645
2012/04/13,SPY,SPY,S,CBOE,540842
2012/04/16,SPY,SPY,S,CBOE,469299
2012/04/17,SPY,SPY,S,CBOE,497481
2012/04/18,SPY,SPY,S,CBOE,377175
2012/04/19,SPY,SPY,S,CBOE,712389
2012/04/20,SPY,SPY,S,CBOE,605663
2012/04/23,SPY,SPY,S,CBOE,418564
2012/04/24,SPY,SPY,S,CBOE,280282
2012/04/25,SPY,SPY,S,CBOE,408377
2012/04/26,SPY,SPY,S,CBOE,425566
2012/04/27,SPY,SPY,S,CBOE,376700
2012/04/30,SPY,SPY,S,CBOE,309461
2012/05/01,SPY,SPY,S,CBOE,460091
2012/05/02,SPY,SPY,S,CBOE,490617
2012/05/03,SPY,SPY,S,CBOE,648622
2012/05/04,SPY,SPY,S,CBOE,789887
2012/05/07,SPY,SPY,S,CBOE,473469
2012/05/08,SPY,SPY,S,CBOE,753536
2012/05/09,SPY,SPY,S,CBOE,976955
2012/05/10,SPY,SPY,S,CBOE,669461
2012/05/11,SPY,SPY,S,CBOE,665808
2012/05/14,SPY,SPY,S,CBOE,721360
2012/05/15,SPY,SPY,S,CBOE,625303
2012/05/16,SPY,SPY,S,CBOE,849801
2012/05/17,SPY,SPY,S,CBOE,1224177
2012/05/18,SPY,SPY,S,CBOE,1362567
2012/05/21,SPY,SPY,S,CBOE,544022
2012/05/22,SPY,SPY,S,CBOE,584982
2012/05/23,SPY,SPY,S,CBOE,640845
2012/05/24,SPY,SPY,S,CBOE,633925
2012/05/25,SPY,SPY,S,CBOE,447699
2012/05/29,SPY,SPY,S,CBOE,388817
2012/05/30,SPY,SPY,S,CBOE,430130
2012/05/31,SPY,SPY,S,CBOE,629892
2012/06/01,SPY,SPY,S,CBOE,1125747
2012/06/04,SPY,SPY,S,CBOE,697013
2012/06/05,SPY,SPY,S,CBOE,663527
2012/06/06,SPY,SPY,S,CBOE,905983
2012/06/07,SPY,SPY,S,CBOE,824249
2012/06/08,SPY,SPY,S,CBOE,747427
2012/06/11,SPY,SPY,S,CBOE,542059
2012/06/12,SPY,SPY,S,CBOE,562347
2012/06/13,SPY,SPY,S,CBOE,712649
2012/06/14,SPY,SPY,S,CBOE,782345
2012/06/15,SPY,SPY,S,CBOE,946924
2012/06/18,SPY,SPY,S,CBOE,553279
2012/06/19,SPY,SPY,S,CBOE,773636
2012/06/20,SPY,SPY,S,CBOE,704346
2012/06/21,SPY,SPY,S,CBOE,656988
2012/06/22,SPY,SPY,S,CBOE,520559
2012/06/25,SPY,SPY,S,CBOE,705754
2012/06/26,SPY,SPY,S,CBOE,401768
2012/06/27,SPY,SPY,S,CBOE,400542
2012/06/28,SPY,SPY,S,CBOE,594916
2012/06/29,SPY,SPY,S,CBOE,900401
2012/07/02,SPY,SPY,S,CBOE,401142
2012/07/03,SPY,SPY,S,CBOE,328544
2012/07/05,SPY,SPY,S,CBOE,427979
2012/07/06,SPY,SPY,S,CBOE,479101
2012/07/09,SPY,SPY,S,CBOE,306708
2012/07/10,SPY,SPY,S,CBOE,765165
2012/07/11,SPY,SPY,S,CBOE,405078
2012/07/12,SPY,SPY,S,CBOE,488670
2012/07/13,SPY,SPY,S,CBOE,374982
2012/07/16,SPY,SPY,S,CBOE,253122
2012/07/17,SPY,SPY,S,CBOE,401602
2012/07/18,SPY,SPY,S,CBOE,581216
2012/07/19,SPY,SPY,S,CBOE,595258
2012/07/20,SPY,SPY,S,CBOE,697826
2012/07/23,SPY,SPY,S,CBOE,437109
2012/07/24,SPY,SPY,S,CBOE,492598
2012/07/25,SPY,SPY,S,CBOE,402265
2012/07/26,SPY,SPY,S,CBOE,575953
2012/07/27,SPY,SPY,S,CBOE,928232
2012/07/30,SPY,SPY,S,CBOE,379787
2012/07/31,SPY,SPY,S,CBOE,304940
2012/08/01,SPY,SPY,S,CBOE,580229
2012/08/02,SPY,SPY,S,CBOE,658426
2012/08/03,SPY,SPY,S,CBOE,676715
2012/08/06,SPY,SPY,S,CBOE,290092
2012/08/07,SPY,SPY,S,CBOE,380402
2012/08/08,SPY,SPY,S,CBOE,343706
2012/08/09,SPY,SPY,S,CBOE,270350
2012/08/10,SPY,SPY,S,CBOE,402951
2012/08/13,SPY,SPY,S,CBOE,269699
2012/08/14,SPY,SPY,S,CBOE,332736
2012/08/15,SPY,SPY,S,CBOE,297963
2012/08/16,SPY,SPY,S,CBOE,509523
2012/08/17,SPY,SPY,S,CBOE,495976
2012/08/20,SPY,SPY,S,CBOE,328357
2012/08/21,SPY,SPY,S,CBOE,430307
2012/08/22,SPY,SPY,S,CBOE,571994
2012/08/23,SPY,SPY,S,CBOE,385731
2012/08/24,SPY,SPY,S,CBOE,580247
2012/08/27,SPY,SPY,S,CBOE,237071
2012/08/28,SPY,SPY,S,CBOE,201983
2012/08/29,SPY,SPY,S,CBOE,293010
2012/08/30,SPY,SPY,S,CBOE,504020
2012/08/31,SPY,SPY,S,CBOE,502854
2012/09/04,SPY,SPY,S,CBOE,254782
2012/09/05,SPY,SPY,S,CBOE,305555
2012/09/06,SPY,SPY,S,CBOE,619291
2012/09/07,SPY,SPY,S,CBOE,417047
2012/09/10,SPY,SPY,S,CBOE,365191
2012/09/11,SPY,SPY,S,CBOE,312168
2012/09/12,SPY,SPY,S,CBOE,354143
2012/09/13,SPY,SPY,S,CBOE,1108758
2012/09/14,SPY,SPY,S,CBOE,956797
2012/09/17,SPY,SPY,S,CBOE,428360
2012/09/18,SPY,SPY,S,CBOE,437916
2012/09/19,SPY,SPY,S,CBOE,443409
2012/09/20,SPY,SPY,S,CBOE,599375
2012/09/21,SPY,SPY,S,CBOE,627157
2012/09/24,SPY,SPY,S,CBOE,320852
2012/09/25,SPY,SPY,S,CBOE,439943
2012/09/26,SPY,SPY,S,CBOE,609268
2012/09/27,SPY,SPY,S,CBOE,421476
2012/09/28,SPY,SPY,S,CBOE,734502
2012/10/01,SPY,SPY,S,CBOE,426915
2012/10/02,SPY,SPY,S,CBOE,307009
2012/10/03,SPY,SPY,S,CBOE,320271
2012/10/04,SPY,SPY,S,CBOE,394557
2012/10/05,SPY,SPY,S,CBOE,488383
2012/10/08,SPY,SPY,S,CBOE,162972
2012/10/09,SPY,SPY,S,CBOE,384574
2012/10/10,SPY,SPY,S,CBOE,450451
2012/10/11,SPY,SPY,S,CBOE,313723
2012/10/12,SPY,SPY,S,CBOE,450240
2012/10/15,SPY,SPY,S,CBOE,317448
2012/10/16,SPY,SPY,S,CBOE,381154
2012/10/17,SPY,SPY,S,CBOE,412833
2012/10/18,SPY,SPY,S,CBOE,480168
2012/10/19,SPY,SPY,S,CBOE,1083625
2012/10/22,SPY,SPY,S,CBOE,351684
2012/10/23,SPY,SPY,S,CBOE,715876
2012/10/24,SPY,SPY,S,CBOE,387593
2012/10/25,SPY,SPY,S,CBOE,446452
2012/10/26,SPY,SPY,S,CBOE,570645
2012/10/31,SPY,SPY,S,CBOE,455818
2012/11/01,SPY,SPY,S,CBOE,500944
2012/11/02,SPY,SPY,S,CBOE,542060
2012/11/05,SPY,SPY,S,CBOE,466810
2012/11/06,SPY,SPY,S,CBOE,652962
2012/11/07,SPY,SPY,S,CBOE,1221373
2012/11/08,SPY,SPY,S,CBOE,855850
2012/11/09,SPY,SPY,S,CBOE,680367
2012/11/12,SPY,SPY,S,CBOE,375411
2012/11/13,SPY,SPY,S,CBOE,530998
2012/11/14,SPY,SPY,S,CBOE,940014
2012/11/15,SPY,SPY,S,CBOE,899965
2012/11/16,SPY,SPY,S,CBOE,1090137
2012/11/19,SPY,SPY,S,CBOE,457549
2012/11/20,SPY,SPY,S,CBOE,410207
2012/11/21,SPY,SPY,S,CBOE,292536
2012/11/23,SPY,SPY,S,CBOE,319404
2012/11/26,SPY,SPY,S,CBOE,343571
2012/11/27,SPY,SPY,S,CBOE,295825
2012/11/28,SPY,SPY,S,CBOE,550581
2012/11/29,SPY,SPY,S,CBOE,684980
2012/11/30,SPY,SPY,S,CBOE,632159
2012/12/03,SPY,SPY,S,CBOE,461422
2012/12/04,SPY,SPY,S,CBOE,344692
2012/12/05,SPY,SPY,S,CBOE,450901
2012/12/06,SPY,SPY,S,CBOE,327599
2012/12/07,SPY,SPY,S,CBOE,375874
2012/12/10,SPY,SPY,S,CBOE,243178
2012/12/11,SPY,SPY,S,CBOE,480172
2012/12/12,SPY,SPY,S,CBOE,410152
2012/12/13,SPY,SPY,S,CBOE,415979
2012/12/14,SPY,SPY,S,CBOE,393577
2012/12/17,SPY,SPY,S,CBOE,428670
2012/12/18,SPY,SPY,S,CBOE,756912
2012/12/19,SPY,SPY,S,CBOE,524596
2012/12/20,SPY,SPY,S,CBOE,472231
2012/12/21,SPY,SPY,S,CBOE,856208
2012/12/24,SPY,SPY,S,CBOE,172839
2012/12/26,SPY,SPY,S,CBOE,375488
2012/12/27,SPY,SPY,S,CBOE,533847
2012/12/28,SPY,SPY,S,CBOE,656684
2012/12/31,SPY,SPY,S,CBOE,846986
2013/01/02,SPY,SPY,S,CBOE,527932
2013/01/03,SPY,SPY,S,CBOE,427480
2013/01/04,SPY,SPY,S,CBOE,407681
2013/01/07,SPY,SPY,S,CBOE,208735
2013/01/08,SPY,SPY,S,CBOE,309682
2013/01/09,SPY,SPY,S,CBOE,222673
2013/01/10,SPY,SPY,S,CBOE,323341
2013/01/11,SPY,SPY,S,CBOE,408179
2013/01/14,SPY,SPY,S,CBOE,253244
2013/01/15,SPY,SPY,S,CBOE,287277
2013/01/16,SPY,SPY,S,CBOE,202247
2013/01/17,SPY,SPY,S,CBOE,417431
2013/01/18,SPY,SPY,S,CBOE,567904
2013/01/22,SPY,SPY,S,CBOE,228074
2013/01/23,SPY,SPY,S,CBOE,399638
2013/01/24,SPY,SPY,S,CBOE,433015
2013/01/25,SPY,SPY,S,CBOE,403331
2013/01/28,SPY,SPY,S,CBOE,274411
2013/01/29,SPY,SPY,S,CBOE,343582
2013/01/30,SPY,SPY,S,CBOE,324458
2013/01/31,SPY,SPY,S,CBOE,429277
2013/02/01,SPY,SPY,S,CBOE,632251
2013/02/04,SPY,SPY,S,CBOE,431670
2013/02/05,SPY,SPY,S,CBOE,337998
2013/02/06,SPY,SPY,S,CBOE,256264
2013/02/07,SPY,SPY,S,CBOE,379458
2013/02/08,SPY,SPY,S,CBOE,373332
2013/02/11,SPY,SPY,S,CBOE,350859
2013/02/12,SPY,SPY,S,CBOE,268142
2013/02/13,SPY,SPY,S,CBOE,494740
2013/02/14,SPY,SPY,S,CBOE,363237
2013/02/15,SPY,SPY,S,CBOE,663750
2013/02/19,SPY,SPY,S,CBOE,366518
2013/02/20,SPY,SPY,S,CBOE,565498
2013/02/21,SPY,SPY,S,CBOE,582908
2013/02/22,SPY,SPY,S,CBOE,503744
2013/02/25,SPY,SPY,S,CBOE,904391
2013/02/26,SPY,SPY,S,CBOE,892506
2013/02/27,SPY,SPY,S,CBOE,478648
2013/02/28,SPY,SPY,S,CBOE,419549
2013/03/01,SPY,SPY,S,CBOE,612012
2013/03/04,SPY,SPY,S,CBOE,355381
2013/03/05,SPY,SPY,S,CBOE,684434
2013/03/06,SPY,SPY,S,CBOE,384073
2013/03/07,SPY,SPY,S,CBOE,362738
2013/03/08,SPY,SPY,S,CBOE,717596
2013/03/11,SPY,SPY,S,CBOE,477145
2013/03/12,SPY,SPY,S,CBOE,562600
2013/03/13,SPY,SPY,S,CBOE,308744
2013/03/14,SPY,SPY,S,CBOE,418442
2013/03/15,SPY,SPY,S,CBOE,655157
2013/03/18,SPY,SPY,S,CBOE,542897
2013/03/19,SPY,SPY,S,CBOE,646153
2013/03/20,SPY,SPY,S,CBOE,586707
2013/03/21,SPY,SPY,S,CBOE,510176
2013/03/22,SPY,SPY,S,CBOE,495031
2013/03/25,SPY,SPY,S,CBOE,649083
2013/03/26,SPY,SPY,S,CBOE,303342
2013/03/27,SPY,SPY,S,CBOE,396915
2013/03/28,SPY,SPY,S,CBOE,463259
2013/04/01,SPY,SPY,S,CBOE,335740
2013/04/02,SPY,SPY,S,CBOE,419533
2013/04/03,SPY,SPY,S,CBOE,669344
2013/04/04,SPY,SPY,S,CBOE,510660
2013/04/05,SPY,SPY,S,CBOE,751605
2013/04/08,SPY,SPY,S,CBOE,388386
2013/04/09,SPY,SPY,S,CBOE,402526
2013/04/10,SPY,SPY,S,CBOE,692794
2013/04/11,SPY,SPY,S,CBOE,673861
2013/04/12,SPY,SPY,S,CBOE,554284
2013/04/15,SPY,SPY,S,CBOE,858993
2013/04/16,SPY,SPY,S,CBOE,381509
2013/04/17,SPY,SPY,S,CBOE,850712
2013/04/18,SPY,SPY,S,CBOE,761230
2013/04/19,SPY,SPY,S,CBOE,823623
2013/04/22,SPY,SPY,S,CBOE,481264
2013/04/23,SPY,SPY,S,CBOE,477660
2013/04/24,SPY,SPY,S,CBOE,339255
2013/04/25,SPY,SPY,S,CBOE,104047
2013/04/26,SPY,SPY,S,CBOE,430052
2013/04/29,SPY,SPY,S,CBOE,452241
2013/04/30,SPY,SPY,S,CBOE,461977
2013/05/01,SPY,SPY,S,CBOE,520360
2013/05/02,SPY,SPY,S,CBOE,357854
2013/05/03,SPY,SPY,S,CBOE,661835
2013/05/06,SPY,SPY,S,CBOE,323224
2013/05/07,SPY,SPY,S,CBOE,349178
2013/05/08,SPY,SPY,S,CBOE,519565
2013/05/09,SPY,SPY,S,CBOE,591407
2013/05/10,SPY,SPY,S,CBOE,509414
2013/05/13,SPY,SPY,S,CBOE,320112
2013/05/14,SPY,SPY,S,CBOE,587297
2013/05/15,SPY,SPY,S,CBOE,795644
2013/05/16,SPY,SPY,S,CBOE,568562
2013/05/17,SPY,SPY,S,CBOE,789858
2013/05/20,SPY,SPY,S,CBOE,471058
2013/05/21,SPY,SPY,S,CBOE,430084
2013/05/22,SPY,SPY,S,CBOE,902220
2013/05/23,SPY,SPY,S,CBOE,662576
2013/05/24,SPY,SPY,S,CBOE,673068
2013/05/28,SPY,SPY,S,CBOE,646513
2013/05/29,SPY,SPY,S,CBOE,485898
2013/05/30,SPY,SPY,S,CBOE,424639
2013/05/31,SPY,SPY,S,CBOE,667436
2013/06/03,SPY,SPY,S,CBOE,577436
2013/06/04,SPY,SPY,S,CBOE,482994
2013/06/05,SPY,SPY,S,CBOE,937016
2013/06/06,SPY,SPY,S,CBOE,910398
2013/06/07,SPY,SPY,S,CBOE,788509
2013/06/10,SPY,SPY,S,CBOE,461865
2013/06/11,SPY,SPY,S,CBOE,433216
2013/06/12,SPY,SPY,S,CBOE,912444
2013/06/13,SPY,SPY,S,CBOE,601047
2013/06/14,SPY,SPY,S,CBOE,500247
2013/06/17,SPY,SPY,S,CBOE,487176
2013/06/18,SPY,SPY,S,CBOE,546043
2013/06/19,SPY,SPY,S,CBOE,929502
2013/06/20,SPY,SPY,S,CBOE,1905838
2013/06/21,SPY,SPY,S,CBOE,1282666
2013/06/24,SPY,SPY,S,CBOE,811244
2013/06/25,SPY,SPY,S,CBOE,481527
2013/06/26,SPY,SPY,S,CBOE,476343
2013/06/27,SPY,SPY,S,CBOE,567017
2013/06/28,SPY,SPY,S,CBOE,529832
2013/07/01,SPY,SPY,S,CBOE,362529
2013/07/02,SPY,SPY,S,CBOE,485863
2013/07/03,SPY,SPY,S,CBOE,329427
2013/07/05,SPY,SPY,S,CBOE,684688
2013/07/08,SPY,SPY,S,CBOE,442493
2013/07/09,SPY,SPY,S,CBOE,590008
2013/07/10,SPY,SPY,S,CBOE,447939
2013/07/11,SPY,SPY,S,CBOE,752093
2013/07/12,SPY,SPY,S,CBOE,540632
2013/07/15,SPY,SPY,S,CBOE,375968
2013/07/16,SPY,SPY,S,CBOE,470673
2013/07/17,SPY,SPY,S,CBOE,467083
2013/07/18,SPY,SPY,S,CBOE,552110
2013/07/19,SPY,SPY,S,CBOE,486389
2013/07/22,SPY,SPY,S,CBOE,349034
2013/07/23,SPY,SPY,S,CBOE,443633
2013/07/24,SPY,SPY,S,CBOE,498771
2013/07/25,SPY,SPY,S,CBOE,483192
2013/07/26,SPY,SPY,S,CBOE,572387
2013/07/29,SPY,SPY,S,CBOE,301938
2013/07/30,SPY,SPY,S,CBOE,310241
2013/07/31,SPY,SPY,S,CBOE,625545
2013/08/01,SPY,SPY,S,CBOE,544863
2013/08/02,SPY,SPY,S,CBOE,461597
2013/08/05,SPY,SPY,S,CBOE,258640
2013/08/06,SPY,SPY,S,CBOE,415374
2013/08/07,SPY,SPY,S,CBOE,457102
2013/08/08,SPY,SPY,S,CBOE,377925
2013/08/09,SPY,SPY,S,CBOE,443287
2013/08/12,SPY,SPY,S,CBOE,303583
2013/08/13,SPY,SPY,S,CBOE,281324
2013/08/14,SPY,SPY,S,CBOE,329081
2013/08/15,SPY,SPY,S,CBOE,1019577
2013/08/16,SPY,SPY,S,CBOE,767813
2013/08/19,SPY,SPY,S,CBOE,348766
2013/08/20,SPY,SPY,S,CBOE,341322
2013/08/21,SPY,SPY,S,CBOE,575198
2013/08/22,SPY,SPY,S,CBOE,369714
2013/08/23,SPY,SPY,S,CBOE,366966
2013/08/26,SPY,SPY,S,CBOE,344218
2013/08/27,SPY,SPY,S,CBOE,735235
2013/08/28,SPY,SPY,S,CBOE,406942
2013/08/29,SPY,SPY,S,CBOE,396792
2013/08/30,SPY,SPY,S,CBOE,762538
2013/09/03,SPY,SPY,S,CBOE,299887
2013/09/04,SPY,SPY,S,CBOE,333686
2013/09/05,SPY,SPY,S,CBOE,288449
2013/09/06,SPY,SPY,S,CBOE,606046
2013/09/09,SPY,SPY,S,CBOE,373471
